run	log_F	b5B8_log_P	b5B8_weight	b5D1_log_P	b5D1_weight	b5F5_log_P	b5F5_weight	b5H1_log_P	b5H1_weight	b5H5_log_P	b5H5_weight	b5B2_log_P	b5B2_weight	b5C3_log_P	b5C3_weight	b5F2_log_P	b5F2_weight	b5G4_log_P	b5G4_weight	b5H3_log_P	b5H3_weight	b5H7_log_P	b5H7_weight	b5B9_log_P	b5B9_weight	b5E4_log_P	b5E4_weight	b5F6_log_P	b5F6_weight	b5H2_log_P	b5H2_weight	b5H6_log_P	b5H6_weight	b5B3_log_P	b5B3_weight	b5C5_log_P	b5C5_weight	b5F3_log_P	b5F3_weight	b5G9_log_P	b5G9_weight	b5H4_log_P	b5H4_weight	b5G1_log_P	b5G1_weight	b5F8_log_P	b5F8_weight	b5G6_log_P	b5G6_weight	b5G3_log_P	b5G3_weight	b5B5_log_P	b5B5_weight	b5C4_log_P	b5C4_weight	b5C8_log_P	b5C8_weight	b5B7_log_P	b5B7_weight	b5C2_log_P	b5C2_weight	b5C1_log_P	b5C1_weight	b5C9_log_P	b5C9_weight	b5A8_log_P	b5A8_weight	b5C7_log_P	b5C7_weight	b5D5_log_P	b5D5_weight	b5D3_log_P	b5D3_weight	b5D7_log_P	b5D7_weight	b5D2_log_P	b5D2_weight	b5D6_log_P	b5D6_weight	b5D4_log_P	b5D4_weight	b5F7_log_P	b5F7_weight
samp_30	3.007150338165238	-3.945667924803495	1.0	-7.770429572825632	1.0	-6.479677751852716	1.0	-2.520641056033827	1.0	-6.450798957174353	1.0	-5.892118413707584	3.0		0.0		0.0	-4.599069517144637	1.0		0.0	-2.3066213013573713	1.0	-8.410803348587725	1.0	-1.2433789034665454	1.0		0.0	-2.7538040785667843	1.0	-1.441356813757573	2.0	-5.478505435479555	1.0		0.0	-1.640264114563511	2.0	-5.058436265279379	1.0		0.0		0.0	-5.747462504175638	1.0	-6.43016620199181	1.0		0.0	-7.099757640984327	1.0	-9.64214872437615	2.0		0.0	-9.910030926587373	1.0	-8.859140410016627	1.0	-8.712794633027416	3.0	-8.226040616529927	1.0	-5.283275221022704	1.0	-11.34363544722382	2.0	-7.137906996915039	4.0	-10.215133589734004	1.0	-10.349910144558345	1.0	-11.591735003363782	1.0		0.0	-7.982056218790662	1.0		0.0
samp_31	3.110774065546088	-3.9029828033762772	2.0	-7.76540940559435	2.0	-6.462193653226973	1.0		0.0		0.0		0.0	-3.3886323187892193	1.0		0.0		0.0	-4.0985155451433215	1.0	-2.254135314433206	1.0	-8.400704744320864	2.0	-1.1832094526267534	1.0	-5.806244935903191	1.0	-2.703722453545692	2.0	-1.3830677369346391	1.0	-5.457072272621087	2.0	-19.040346803304388	1.0	-1.584179576303411	1.0	-5.026623200297225	1.0	-5.030078358106148	1.0	-5.114341719759008	1.0		0.0	-6.425370862184253	1.0		0.0	-7.126613378270177	2.0	-9.646783028940565	3.0	-8.80830454923237	1.0	-9.906616907285242	1.0	-8.86545175395383	1.0	-8.707949397286722	4.0	-8.23623151729598	1.0		0.0		0.0		0.0	-10.238817837808186	1.0		0.0	-11.57066612828074	1.0	-20.55904996476541	2.0	-7.992647900680033	1.0		0.0
samp_32	3.3224273324675857		0.0	-7.75717498016587	3.0		0.0		0.0	-6.400696203753928	2.0		0.0		0.0	-1.1095587164745373	1.0		0.0	-4.015674231286685	1.0	-2.1453017074348093	1.0	-8.382812302966414	2.0		0.0		0.0	-2.600557761892971	1.0	-1.260614128300979	3.0	-5.419994020093423	1.0		0.0		0.0	-4.966040488273451	1.0	-4.964601209372796	1.0	-5.043118484645294	2.0	-5.677743964844091	1.0		0.0		0.0	-7.179470476263762	3.0		0.0	-8.806793583559783	1.0	-9.899541710607476	2.0	-8.877152650955479	2.0	-8.699614905501736	3.0		0.0		0.0	-11.28016763861876	1.0	-7.181549794573468	2.0		0.0	-10.314803052526532	2.0	-11.558001965909034	1.0		0.0	-8.012949058346777	2.0	-1.747285667425102	2.0
samp_33	3.431218444621483		0.0	-7.753792338572486	1.0	-6.417602628640498	2.0	-2.308066003558176	1.0	-6.3866236436982975	1.0		0.0	-3.245984402633915	1.0		0.0	-4.452377813707664	1.0		0.0	-2.0885850065036076	1.0	-8.374776735259486	4.0	-0.9889283139111801	2.0		0.0	-2.5471708792101464	1.0		0.0	-5.404739974280935	1.0	-24.35129586900461	1.0	-1.4051453948278771	1.0	-4.937528695056614	1.0	-4.933241032789377	2.0	-5.008340010287577	2.0	-5.657512704914376	1.0	-6.421516053824427	1.0		0.0		0.0	-9.659052167023681	1.0	-8.806024970786227	1.0	-9.896555735981833	2.0		0.0	-8.69598805399879	1.0	-8.264299257445265	1.0	-5.193848119196726	2.0	-11.260045511356727	1.0		0.0		0.0	-10.30537480679826	1.0	-11.548020231453524	1.0		0.0	-8.022412035443221	2.0	-1.688598407683722	3.0
samp_34	3.3243823004673843		0.0	-7.757130314609107	2.0	-6.430915805842349	2.0	-2.362268216684858	3.0	-6.4005523594808595	1.0	-5.845068888047307	2.0		0.0		0.0	-4.487564745788135	1.0	-4.014955290410982	4.0		0.0	-8.382457892487244	2.0	-1.0552091764545621	2.0	-5.761404442401705	4.0		0.0		0.0	-5.419709968556674	1.0	-22.631256585221788	1.0		0.0		0.0		0.0	-5.042497089084771	1.0		0.0		0.0	-6.985317356476294	4.0		0.0	-9.656341444095439	1.0	-8.806650549483765	1.0	-9.899569694367152	1.0	-8.877019390055649	1.0	-8.699812274687382	1.0	-8.255236785431975	1.0	-5.213019998322155	1.0		0.0		0.0	-10.283382651609054	1.0	-10.314189189236247	1.0		0.0	-24.5857404802001	2.0		0.0		0.0
samp_35	3.272794643206641	-3.837057857176151	1.0	-7.7588826826582675	2.0	-6.4378873231906795	2.0		0.0		0.0	-5.8513974516951555	1.0		0.0	-1.1396223023542362	2.0		0.0	-4.034857389222435	1.0	-2.171018462271056	2.0	-8.38664814252636	2.0	-1.0865953719856314	1.0		0.0	-2.6248553532169745	2.0	-1.2897342698072023	1.0		0.0	-22.078411822029093	1.0		0.0	-4.97966922266482	1.0	-4.979464837325613	4.0		0.0	-5.6876661067086465	3.0	-6.4214971327645785	1.0	-6.991872166635608	1.0	-7.167460320645194	1.0		0.0		0.0		0.0	-8.874448486468163	1.0		0.0	-8.251106947648081	4.0		0.0	-11.29110771204874	2.0	-7.174700967978178	1.0		0.0	-10.319264334423181	1.0		0.0	-23.177582375176815	1.0	-8.008409742549599	1.0	-1.7737845045102392	1.0
samp_36	3.2899814044578464	-3.830144504680946	1.0	-7.75828349614564	4.0	-6.435537231079094	1.0		0.0	-6.405216982857994	3.0		0.0	-3.3086672317900203	1.0		0.0	-4.499244520419386	1.0		0.0	-2.162131158423114	1.0	-8.385238186859377	1.0	-1.0761720497040719	1.0		0.0	-2.6164519433129914	4.0		0.0		0.0		0.0	-1.4851137835872141	1.0		0.0	-4.974280013291955	4.0	-5.053740488039662	1.0		0.0	-6.421330724831628	1.0	-6.989654930624305	1.0	-7.171622879530428	2.0	-9.654321830651432	1.0	-8.806909059805802	1.0	-9.900238805901486	2.0	-8.875250289084047	1.0	-8.700752628185136	1.0		0.0		0.0		0.0		0.0	-10.275227152332056	1.0	-10.318068830339632	2.0	-11.55872803769784	1.0	-24.623973768979845	1.0	-8.009981213700353	2.0		0.0
samp_37	3.0589534685596376	-3.92427719474072	1.0		0.0		0.0		0.0		0.0	-5.883119956207631	3.0	-3.4117887628915122	2.0		0.0		0.0	-4.11915260122576	3.0	-2.2804417279283866	1.0	-8.405674227906248	1.0		0.0	-5.8181939917519445	1.0	-2.7288012205234145	2.0	-1.4123479256325149	1.0	-5.46753143936636	2.0		0.0	-1.6123308362385511	1.0	-5.042365030152105	1.0		0.0		0.0	-5.734931927827185	1.0	-6.427533555353616	1.0	-7.02219045437009	2.0	-7.1132221826009046	3.0	-9.644626026309274	1.0	-8.808791781144715	1.0	-9.90744490930586	1.0	-8.862212423197104	3.0	-8.710350061650523	2.0		0.0	-5.270548388665869	2.0		0.0		0.0		0.0	-10.343408832681058	1.0	-11.585652466284797	2.0		0.0		0.0	-1.8863212730982315	2.0
samp_38	3.1886805665080806	-3.8711659502301394	2.0	-7.762094054518038	3.0		0.0	-2.430417930153618	3.0	-6.42025234538551	2.0		0.0	-3.353838929373849	1.0	-1.1898840752603594	2.0		0.0	-4.067736606396458	1.0		0.0	-8.393696220793988	4.0	-1.137168531214393	1.0		0.0		0.0		0.0	-5.442350192992039	1.0		0.0	-1.5413887520528342	3.0	-5.003613966718181	1.0		0.0		0.0		0.0	-6.422983530428835	1.0	-7.003144369012842	1.0		0.0	-9.650169506321571	1.0	-8.807713647739154	1.0		0.0	-8.869853550769117	2.0		0.0	-8.243554940419118	2.0	-5.240738762825608	2.0	-11.303033343825769	2.0		0.0		0.0		0.0	-11.560626960656043	2.0	-19.380834138381168	1.0	-8.000463566369316	1.0	-1.8184076982602353	1.0
samp_39	3.281509224693025		0.0	-7.758566854390796	1.0	-6.436694190492179	2.0		0.0		0.0	-5.850294842878406	1.0	-3.3124395849900132	1.0	-1.1343640890179176	1.0	-4.502121786602912	4.0	-4.03148456536567	1.0	-2.1665147404696383	1.0	-8.38594993461615	3.0		0.0	-5.7698149927677465	1.0		0.0		0.0		0.0	-21.790964752084644	4.0		0.0	-4.977255166086927	1.0	-4.976829771643999	2.0	-5.056534148175185	2.0	-5.685900432045893	1.0		0.0		0.0	-7.1695665085614255	1.0	-9.654120751637791	1.0	-8.806881607849858	1.0	-9.900865781345875	1.0	-8.874774232501771	1.0	-8.701062511928566	2.0	-8.251797415682255	1.0	-5.221346941013808	2.0		0.0	-7.1758776300665925	1.0		0.0		0.0	-11.557075270214517	1.0	-20.953285834264843	1.0	-8.009196718637014	2.0		0.0
samp_40	3.12941046083173		0.0	-7.7646271476963715	1.0	-6.459209329924906	2.0	-2.46002078451959	1.0	-6.429697537624287	1.0	-5.871706465082527	1.0		0.0		0.0		0.0		0.0	-2.2446267805005604	1.0	-8.398986851937705	3.0	-1.1722431229728563	2.0	-5.802047110508487	1.0	-2.694687547553514	4.0	-1.3724692225422293	2.0	-5.4534216167251905	1.0	-21.16592895002018	2.0		0.0		0.0		0.0		0.0		0.0	-6.424706639808789	2.0	-7.011607997520904	3.0	-7.131409177051889	1.0		0.0		0.0	-9.905923901350468	1.0	-8.866486656225026	2.0	-8.707142776717228	1.0	-8.238019177867157	2.0	-5.253973097839826	1.0	-11.314867977915005	1.0	-7.154744243185358	1.0	-10.243623838872468	1.0		0.0	-11.569594796460763	1.0	-22.021635038808032	2.0		0.0		0.0
samp_41	3.2578088048328047	-3.843110232329123	2.0	-7.759432583185051	2.0	-6.439993307429561	1.0	-2.395760717373243	1.0		0.0	-5.853337859285878	1.0	-3.3229983015724254	2.0	-1.148627875710742	1.0	-4.510222762276729	2.0	-4.0406857780987435	1.0	-2.178758663843447	2.0	-8.387819995202111	1.0		0.0	-5.774594048098173	1.0	-2.632177188573729	2.0	-1.2984917993675988	4.0	-5.430298960373396	1.0		0.0	-1.503092725046814	2.0	-4.9838617386710204	1.0	-4.984005292969235	2.0	-5.064383183541414	1.0		0.0		0.0	-6.993825985753353	1.0		0.0		0.0	-8.807149736954624	1.0		0.0		0.0	-8.70198447579317	1.0	-8.249801155463791	2.0		0.0		0.0	-7.172603487342962	1.0	-10.26832618153955	1.0		0.0	-11.55708311751295	1.0	-20.956029975907295	2.0		0.0	-1.7817701914596122	1.0
samp_42	3.2064126965943665		0.0	-7.761379372907998	3.0	-6.447431470952601	1.0		0.0	-6.4175392241754565	1.0		0.0	-3.34590566688255	2.0	-1.1793551039684338	1.0	-4.527992998920982	1.0		0.0		0.0	-8.392194802142683	2.0	-1.126578448811816	1.0	-5.785256766871012	3.0		0.0	-1.3283174574226666	1.0		0.0		0.0		0.0		0.0		0.0	-5.081608277863027	1.0	-5.701546916333214	2.0		0.0	-7.000713999134393	2.0	-7.150953889606158	3.0		0.0	-8.807376285032621	2.0		0.0		0.0	-8.703920886912726	2.0		0.0	-5.236906852446445	1.0	-11.296361648956427	3.0	-7.1654618679579585	2.0		0.0	-10.326371680818713	2.0	-11.571919920436768	1.0	-22.892452448628497	1.0	-8.002137465438723	3.0		0.0
samp_43	3.3141860470225195		0.0	-7.75740699216594	1.0		0.0		0.0	-6.401846779644381	2.0	-5.84627616707817	3.0	-3.297898574728675	1.0		0.0	-4.491069902680096	3.0		0.0		0.0	-8.383329861225855	2.0	-1.061420841233559	1.0		0.0	-2.604605639687136	2.0	-1.2654665844297368	1.0	-5.421248621960623	1.0	-23.300037397463733	2.0	-1.471514997102569	1.0	-4.968262356407249	1.0		0.0		0.0	-5.679369730219017	1.0	-6.421162039819026	1.0	-6.986596014084511	4.0	-7.177519752052032	1.0	-9.655476354439266	1.0	-8.80678114373633	2.0		0.0		0.0		0.0		0.0		0.0	-11.282872298562806	1.0	-7.1803569130971585	1.0		0.0	-10.315394095688585	3.0	-11.561956759182026	2.0	-23.965615261788614	1.0		0.0	-1.75167141346431	2.0
samp_44	3.140749875983725	-3.8907000930849294	1.0	-7.76406255371395	1.0	-6.457507484163451	1.0		0.0		0.0		0.0	-3.3752325854988654	1.0	-1.218124509864081	2.0	-4.551036797359878	1.0	-4.086634304904922	1.0	-2.238848372864065	1.0	-8.397905404301083	2.0		0.0	-5.799466489870029	1.0	-2.6892137234094697	2.0	-1.365993533639689	2.0	-5.451249184232975	1.0	-23.253234945622296	1.0	-1.567817733329206	2.0	-5.017650038460271	3.0		0.0	-5.103994617976949	1.0		0.0		0.0	-7.009953903644085	1.0	-7.134336132987619	2.0		0.0	-8.80784285690494	1.0	-9.904459504517908	1.0		0.0	-8.706671460553709	2.0	-8.23901237818029	1.0	-5.2513976052768925	1.0	-11.312277324262192	2.0	-7.156310733804715	2.0	-10.244399966088306	1.0	-10.333019193871706	1.0	-11.574711939491852	1.0		0.0	-7.995780412470655	1.0		0.0
samp_45	3.1659556342694763		0.0	-7.763016129451826	1.0	-6.453493680114801	1.0		0.0	-6.423807741625425	1.0		0.0	-3.3639633953339843	1.0	-1.2032862765411123	1.0	-4.542129215705469	2.0	-4.07670454760001	3.0	-2.22594617225989	2.0	-8.395632571922393	2.0	-1.1506462929534156	1.0	-5.793963884409936	1.0	-2.6769285851831865	1.0	-1.3515798162274144	2.0	-5.446491478014994	2.0	-22.364439997204876	2.0		0.0		0.0	-5.01248260213206	1.0		0.0	-5.710369093201419	1.0		0.0		0.0		0.0	-9.649040652824862	1.0		0.0	-9.9043528413915	1.0	-8.868483055067712	1.0		0.0	-8.241478805812129	1.0	-5.2457263699605265	1.0	-11.30666493939843	2.0		0.0	-10.250336924152853	2.0	-10.331412167627676	2.0	-11.56640505641862	3.0	-22.694871274018745	1.0	-7.998214440167849	1.0		0.0
samp_46	3.3028911863362698	-3.824956133955971	1.0	-7.757839586232375	4.0	-6.433769599001981	2.0		0.0		0.0	-5.847641618344802	2.0	-3.302922685812614	1.0	-1.1214308954263195	1.0	-4.494868608801084	1.0	-4.023197459139536	2.0		0.0	-8.38420955925529	1.0		0.0		0.0	-2.6101359217242415	1.0	-1.2721073797795535	1.0		0.0	-23.72359559819071	1.0		0.0	-4.971391541917741	2.0		0.0	-5.049508504876343	3.0		0.0	-6.421230091555725	2.0	-6.988015227629299	1.0	-7.174756296005278	2.0	-9.654876900045556	1.0	-8.806914506727402	2.0		0.0		0.0		0.0	-8.253623068207672	1.0		0.0	-11.283201401585183	1.0		0.0	-10.277506511896707	1.0	-10.316373644390378	1.0	-11.554710985603272	2.0	-25.05312810241467	2.0	-8.011170981601532	1.0	-1.7577183185402816	1.0
