run	log_tbg	log_alphap	log_betap	b14A8_log_P	b14A8_weight	b14A9_log_P	b14A9_weight	b14B1_log_P	b14B1_weight	b14B2_log_P	b14B2_weight	b14B3_log_P	b14B3_weight	b14B4_log_P	b14B4_weight	b14B5_log_P	b14B5_weight	b14B6_log_P	b14B6_weight	b14B7_log_P	b14B7_weight	b14B8_log_P	b14B8_weight	b14B9_log_P	b14B9_weight	b14C1_log_P	b14C1_weight	b14C2_log_P	b14C2_weight	b14C3_log_P	b14C3_weight	b14C4_log_P	b14C4_weight	b14C5_log_P	b14C5_weight	b14C6_log_P	b14C6_weight	b14C7_log_P	b14C7_weight	b14C8_log_P	b14C8_weight	b3E5_log_P	b3E5_weight
samp_56	-5.887854294504881	4.3182238407154765	0.021944746974776025		0.0		0.0	-5.924198507097689	1.0	-10.938769758952752	2.0	-10.075709373940683	1.0		0.0	-11.042091328243506	1.0	-6.348698847511541	1.0	-7.168433155983627	2.0		0.0	-11.706959989964433	2.0		0.0	-3.4657887388473565	4.0		0.0	-9.076539237548179	2.0	-3.686301789579281	1.0	-5.356868821802476	2.0		0.0		0.0	-4.4968601337000225	1.0
samp_57	-5.866866851734712	4.32745593716333	0.012727274927785677	-10.262943105534243	1.0	-12.212793639547744	1.0		0.0	-10.943284719485431	1.0	-10.080387391827623	2.0		0.0		0.0		0.0	-7.170626208401436	1.0	-3.535752429879383	1.0		0.0	-9.897458482710407	1.0		0.0	-5.732370228372406	2.0	-9.08188355190402	3.0	-3.6841047711467416	1.0	-5.356260404909073	2.0		0.0		0.0	-4.495441380622149	4.0
samp_58	-5.830176802295287	4.47223675324737	-0.09148113624711862	-10.312696644495329	2.0	-12.273445911068277	4.0		0.0		0.0	-10.127269030359095	1.0		0.0	-11.094116547885616	1.0		0.0		0.0	-3.5150717519760404	2.0	-11.76967424670281	3.0	-9.941362545853766	1.0		0.0	-5.738944013594054	3.0	-9.126421293148764	1.0		0.0		0.0		0.0		0.0	-4.486613099027156	2.0
samp_59	-5.884629609733059	4.471203613846913	-0.03461812618918653		0.0	-12.29917182960747	1.0	-5.962381797932124	1.0	-11.03319899347305	1.0	-10.169905675730567	1.0	-5.391353476535159	2.0		0.0		0.0	-7.223052383637724	1.0	-3.530632489350733	1.0	-11.805497415837646	2.0	-9.983486777196259	2.0	-3.462355787653532	4.0	-5.766321681975972	1.0		0.0		0.0		0.0	-5.21083620781451	1.0	-5.124754777168362	2.0		0.0
samp_60	-5.928714165545695	2.3421351848592002	1.7594567142683524		0.0	-11.942905102995958	2.0	-5.8689304456767974	1.0	-10.699996195685202	2.0		0.0		0.0		0.0	-6.270451406981604	1.0	-7.052985376229671	6.0		0.0	-11.45065160680183	2.0	-9.671013334670644	1.0		0.0	-5.703921314879135	1.0	-8.867779894132385	1.0		0.0	-5.354744120394488	1.0	-5.211712036815045	1.0		0.0	-4.613982838246348	1.0
samp_61	-6.0412096303414	4.34939129700395	0.03892689050517475		0.0	-12.175583423423005	1.0	-5.941942703347765	1.0	-10.95285232933643	2.0		0.0	-5.380007229869789	3.0		0.0		0.0	-7.179151387393711	2.0	-3.544266927129115	1.0		0.0	-9.907227005835011	2.0	-3.472546213539905	2.0		0.0		0.0		0.0	-5.3736731776725	1.0		0.0	-5.116670809875792	3.0	-4.510065780528454	2.0
samp_62	-5.882397739686338	4.508626476987306	-0.1446833688410832	-10.282427979937841	2.0		0.0		0.0		0.0	-10.099395687672224	2.0	-5.350097296558527	1.0	-11.066164363204964	2.0	-6.349786309413527	1.0	-7.175886414244459	1.0	-3.5025676015771174	4.0		0.0	-9.915921233169565	1.0		0.0	-5.724012863928248	1.0	-9.097544762813996	1.0	-3.64848604351748	1.0		0.0	-5.169753599801081	2.0		0.0	-4.472557124704855	1.0
samp_63	-5.817945562538641	4.342528797110647	-0.026774624666897947	-10.250696245669973	2.0	-12.215939850896996	2.0		0.0	-10.930230695505053	1.0		0.0		0.0		0.0	-6.337455156955096	1.0	-7.160781370010149	3.0	-3.525032368921942	1.0	-11.709080819765695	2.0	-9.88382447569032	1.0	-3.4543015383260154	1.0		0.0		0.0	-3.6725702851819024	1.0	-5.3434792125670505	2.0	-5.172578162066687	2.0	-5.086891915578327	1.0		0.0
samp_64	-5.885524363322037	4.702139201487608	-0.1857598692039274		0.0	-12.378253706715173	1.0	-5.982004468008989	2.0	-11.110639887940566	1.0		0.0		0.0	-11.213814305580362	1.0	-6.418803607330032	1.0	-7.262438267548835	1.0	-3.50333480761623	1.0	-11.885637922020521	2.0	-10.05753363889732	1.0	-3.4417186550161953	1.0		0.0	-9.233605697169885	1.0	-3.649297435039928	3.0	-5.391250205038257	1.0	-5.209991633487941	1.0	-5.124938198686608	1.0	-4.4966680072311895	1.0
samp_65	-5.950200520512892	4.741909976574386	-0.18014216102099678		0.0	-12.391172985079445	1.0		0.0	-11.14190404444651	1.0	-10.277751865442257	2.0	-5.409434573060759	1.0	-11.244606844573518	3.0	-6.436701316486747	1.0		0.0		0.0	-11.908854008583273	1.0	-10.088225172500366	1.0	-3.4451612513209593	1.0		0.0	-9.257345163715984	1.0	-3.6522763408777057	2.0	-5.4052965867045675	2.0		0.0	-5.137563155020842	3.0		0.0
samp_66	-6.035705151681345	4.61381923464446	-0.14338477390650683		0.0		0.0	-5.961518364675712	1.0	-11.034547523985717	3.0	-10.167651609517302	1.0		0.0		0.0	-6.392402485826361	2.0	-7.2183921436136975	1.0	-3.5083181836494637	3.0		0.0	-9.98471125832553	2.0	-3.4445371707412997	1.0	-5.760880741617686	1.0		0.0	-3.654795659488901	1.0	-5.3785504586131365	1.0		0.0	-5.115384756571704	2.0	-4.493827405798887	1.0
samp_67	-6.010863866638641	4.241596374432979	0.032427453273273885		0.0	-12.07471964268978	2.0		0.0	-10.84754158481462	1.0	-9.982347827910214	1.0		0.0	-10.950447143829354	1.0	-6.311405344549146	1.0	-7.117075416131509	2.0	-3.5345159131045207	1.0		0.0	-9.807863464146596	2.0	-3.4611082721574356	3.0		0.0	-8.986748904046884	1.0	-3.6821908055896486	1.0		0.0	-5.162117641112908	1.0	-5.076773685377465	1.0	-4.480381456294681	2.0
samp_68	-6.068361486202536	4.223774498027763	0.0074847010653106925		0.0	-12.005791675035034	1.0		0.0	-10.792836934344955	1.0		0.0		0.0	-10.895736020925554	2.0		0.0	-7.086473124544988	4.0	-3.5246052833919634	1.0		0.0		0.0	-3.451427156743746	2.0	-5.680051884706409	2.0		0.0	-3.6713624661000703	2.0	-5.310016038361744	2.0	-5.1425659464805085	2.0	-5.057692876043697	1.0		0.0
samp_69	-5.948229367297785	-11.029552479159149	15.084724769434485	-9.957751293180594	1.0	-11.88673470572526	1.0		0.0		0.0	-9.792105028064343	1.0		0.0	-10.754273097764802	1.0		0.0	-7.029390300704879	5.0		0.0	-11.396249511828772	2.0	-9.626227975191542	4.0		0.0	-5.696690925690981	1.0	-8.825949340754738	2.0		0.0		0.0		0.0	-5.131639798681242	2.0		0.0
samp_70	-5.882858040805898	4.374338756791222	0.023617037618776177	-10.31718353919875	1.0		0.0	-5.950277443859153	1.0	-10.996007246440241	1.0	-10.132866554123924	1.0	-5.385307690969417	3.0	-11.099299490471637	2.0		0.0	-7.202993248774743	1.0	-3.5420997258991913	1.0	-11.767187981444382	1.0		0.0		0.0		0.0	-9.129148036518162	2.0		0.0	-5.378921372722389	1.0	-5.206915883833825	2.0	-5.1206457886786705	2.0	-4.511372734429394	1.0
samp_71	-5.885524826022616	4.544367716468301	-0.11222980490001012	-10.350713577009499	2.0	-12.294356140248116	1.0	-5.95346810391229	1.0	-11.028546465555333	2.0	-10.1650643309196	1.0		0.0	-11.131773492924728	1.0		0.0	-7.216753071849481	1.0	-3.5134245241996105	2.0	-11.800627553428267	1.0	-9.978851830765626	1.0	-3.4478000796006323	1.0	-5.755069989548824	1.0		0.0	-3.660424354487337	1.0		0.0	-5.1967879229915175	1.0	-5.111371551608929	2.0	-4.493445458455618	1.0
samp_72	-5.889488083403055	4.556798674689002	-0.040722646682817824	-10.435110894265021	1.0		0.0	-5.996252120001774	1.0	-11.109743561422151	2.0		0.0	-5.418403857899094	1.0	-11.212851026971958	1.0		0.0		0.0		0.0	-11.884015114162171	2.0	-10.057103080248957	2.0	-3.4666279135150444	2.0		0.0	-9.233649777314778	1.0		0.0		0.0	-5.235431199719089	3.0	-5.1489853742339475	4.0		0.0
samp_73	-5.885144708622077	4.587128756094134	-0.08250340711322528	-10.424415244826868	1.0		0.0	-5.987474408625516	1.0	-11.099385041043679	1.0	-10.2361138005018	1.0	-5.408123658357414	3.0	-11.20255204735997	1.0	-6.421497111949498	2.0		0.0		0.0	-11.873984918695376	1.0	-10.046975257066247	1.0	-3.458194971017974	2.0	-5.787641215819853	1.0		0.0	-3.671580918899129	1.0		0.0	-5.224710470849537	1.0		0.0	-4.5144783864042	3.0
samp_74	-5.892384902393576	4.820226877597278	-0.17727398505418457		0.0	-12.500936170145655	1.0	-6.035052214139442	1.0		0.0	-10.370348835365439	1.0	-5.437120381761299	1.0	-11.336174616434416	1.0	-6.478563051063739	1.0		0.0	-3.510198092067395	2.0	-12.010971199461286	2.0	-10.176209167931974	3.0	-3.4506250698691625	3.0		0.0		0.0	-3.656709241917351	1.0		0.0		0.0	-5.161846931234086	2.0	-4.521075733787031	1.0
samp_75	-5.8243124002526825	4.63508552751724	-0.09200971688857086		0.0	-12.438073242380739	1.0	-6.005570676438201	2.0		0.0	-10.286385839030343	2.0	-5.421500885717401	1.0		0.0	-6.44303161551715	1.0		0.0	-3.523653575387007	1.0	-11.93526651396155	1.0	-10.094025387064075	1.0	-3.4593219302138847	1.0	-5.8040238999991365	2.0	-9.275343939874492	1.0		0.0	-5.416370957361694	1.0		0.0	-5.15015683868844	3.0	-4.521179246753316	2.0
samp_76	-5.847682132010708	4.878076986575664	-0.27896621657656967		0.0	-12.480800966580697	1.0	-6.007047943048053	1.0	-11.199104315803478	1.0	-10.335861600729878	1.0	-5.406602316478998	2.0	-11.302470514367394	1.0	-6.451374383194514	1.0		0.0	-3.491181204261562	1.0	-11.982777729941153	3.0	-10.142041469480937	1.0		0.0	-5.796183632401024	1.0	-9.319143492259217	1.0	-3.635428265039422	2.0	-5.403477889773781	2.0		0.0	-5.132352650450038	1.0		0.0
samp_77	-5.899637357323646	4.487984973483162	-0.04024234174304441		0.0	-12.302604135771627	1.0	-5.966198829791539	1.0	-11.04088084376797	2.0		0.0		0.0		0.0		0.0		0.0	-3.5298710895028393	1.0	-11.811336533351561	1.0	-9.991062747409485	1.0	-3.4620094912930144	3.0	-5.769633494342335	2.0	-9.168841351113434	3.0		0.0	-5.388375640200035	3.0	-5.213247778248235	1.0	-5.127192812634692	1.0		0.0
samp_78	-5.821118863203802	4.515149008895261	-0.11025678316874443	-10.339145318981313	1.0	-12.302576704797119	2.0	-5.9442775379004695	1.0		0.0		0.0		0.0	-11.119505821924493	1.0		0.0	-7.209388785106656	1.0	-3.512664043231853	3.0	-11.797448647210802	1.0		0.0		0.0	-5.746813556637613	1.0	-9.150206083808323	3.0	-3.6595760238474324	1.0	-5.365516232727263	1.0	-5.189868758227104	1.0		0.0	-4.488699769853732	3.0
samp_79	-5.804123158056725	4.868389944196843	-0.2904712589536133	-10.516914797250092	1.0	-12.484176395863063	3.0	-5.99908030844171	1.0		0.0	-10.323751538179605	2.0	-5.3994784213972755	1.0		0.0	-6.443378801980823	2.0		0.0		0.0	-11.977856199236653	2.0	-10.129466285230482	1.0		0.0	-5.788616250079428	1.0	-9.310796519336504	1.0	-3.632668975874378	2.0	-5.396299749564835	2.0	-5.209848188531878	1.0		0.0		0.0
samp_80	-5.86108418590081	4.146688860320488	0.014496852489187443	-10.085122951452739	2.0		0.0	-5.843743414815532	1.0		0.0	-9.910172486474117	2.0		0.0	-10.875364835062511	2.0		0.0	-7.06748381295811	3.0	-3.520738644907368	1.0	-11.536457436094455	2.0	-9.73517201819704	1.0	-3.446113516247315	2.0		0.0	-8.928258180052625	3.0	-3.6667818898584517	1.0		0.0		0.0		0.0		0.0
samp_81	-5.916223053985023	4.381248922424035	-0.06516432031924792		0.0	-12.162802224872877	1.0		0.0		0.0	-10.045631748759666	3.0	-5.342709268317804	2.0	-11.012309484561667	1.0		0.0	-7.14765384369478	2.0	-3.5157699262869633	1.0	-11.672090766197934	1.0	-9.865508687039572	2.0		0.0	-5.712458292311078	1.0	-9.04727988206562	1.0	-3.662634359165661	2.0		0.0		0.0	-5.079923235078874	1.0	-4.475034833921685	2.0
samp_82	-5.869911930002452	4.467011785207374	-0.09330080638692995	-10.295648413858482	1.0	-12.244473166158178	1.0		0.0		0.0	-10.111815745427174	1.0	-5.360998192413513	1.0	-11.078467575197054	3.0		0.0	-7.185452047037647	1.0		0.0	-11.747446057654289	4.0	-9.927529818416913	2.0	-3.4465976084076715	1.0		0.0	-9.10991989654396	1.0	-3.6608972230581855	2.0	-5.3553454434926895	1.0		0.0		0.0	-4.484164536357332	1.0
samp_83	-5.821257473982467	4.321662937689522	0.07498690642104794	-10.331340284244508	2.0		0.0		0.0	-11.007965845634917	1.0	-10.14506952893588	5.0		0.0		0.0	-6.383199754126554	1.0	-7.212291802432104	1.0		0.0		0.0	-9.95827690483938	1.0	-3.4821678862984453	2.0		0.0	-9.144275798176405	1.0		0.0	-5.38636916983248	3.0	-5.215541839015017	1.0		0.0	-4.521611645067623	2.0
samp_84	-5.770019621475127	4.644547173890605	-0.15573384648079	-10.435399825466593	1.0	-12.416036262856988	1.0		0.0		0.0		0.0	-5.394644224291224	2.0	-11.212234686032087	1.0	-6.415349004085547	1.0		0.0		0.0	-11.901901419685684	3.0		0.0	-3.4452884887481483	1.0	-5.776390974614042	2.0	-9.238739923583573	1.0	-3.6550616889654117	2.0	-5.389765102705926	2.0	-5.210007761648897	2.0		0.0	-4.498629951055728	1.0
samp_85	-5.981153598049575	4.461809605942454	-0.0009599420876065462	-10.355542265636743	1.0	-12.275613932409298	2.0		0.0		0.0	-10.171840097210321	1.0	-5.402387615807299	1.0	-11.139444242801307	3.0	-6.40098111636139	1.0		0.0		0.0		0.0	-9.98755941530081	2.0	-3.470159021680136	3.0	-5.776732459142914	1.0		0.0		0.0	-5.396468380154843	1.0	-5.222082135123784	1.0	-5.135877348009653	2.0	-4.51999969013689	1.0
samp_86	-5.798529194515776	4.68611551928798	-0.18911017092435975	-10.43696635345967	1.0	-12.407115072077106	1.0	-5.9771304697027565	2.0		0.0		0.0	-5.391203487747809	2.0	-11.213757872798618	1.0		0.0		0.0	-3.50230052691911	1.0		0.0		0.0	-3.4403783558494516	2.0	-5.773769783715917	1.0	-9.23875140689239	4.0	-3.6481994633484662	4.0	-5.386678605848025	1.0		0.0		0.0		0.0
samp_87	-5.859183716177063	4.25985687612503	0.029205152552754892	-10.213560096608386	3.0		0.0		0.0	-10.89546672885557	1.0		0.0		0.0	-10.999038879849547	3.0		0.0	-7.142267070150967	2.0	-3.5358978792679974	1.0	-11.66619393114215	2.0		0.0	-3.462729163499551	1.0		0.0		0.0	-3.6838626493441367	1.0	-5.338827762144603	1.0	-5.170033025591098	2.0	-5.084265825391305	1.0	-4.485449448351715	2.0
samp_88	-5.918997376027604	4.1618663750256495	0.10582546983050731	-10.176321914907408	1.0	-12.113140632605006	2.0		0.0	-10.861732936686039	1.0	-9.9988264544534	1.0	-5.344701472953724	1.0	-10.964972974723961	1.0	-6.316229164217854	1.0	-7.125741234679008	2.0		0.0		0.0		0.0	-3.476625309218504	2.0		0.0	-9.005796785541008	2.0	-3.701334726912225	1.0	-5.337555548555867	1.0	-5.171110902590395	1.0		0.0	-4.492316672576872	3.0
samp_89	-5.903057492641061	4.4177348210141005	-0.024317601595524336	-10.307283470019803	2.0	-12.246638250213376	2.0	-5.943643410685425	1.0	-10.987224817431354	2.0	-10.123796476594231	2.0	-5.3767002457226605	2.0	-11.090427913960738	1.0	-6.37096214043441	2.0	-7.195798527949592	1.0	-3.5303415007059944	1.0		0.0		0.0	-3.4609130437870217	1.0	-5.749208854855931	1.0		0.0		0.0		0.0	-5.197641343896078	1.0		0.0	-4.501024794446866	1.0
samp_90	-6.012688366432108	4.500088058332322	-0.06801277953855679		0.0	-12.232221948037521	1.0		0.0	-11.001761194108706	2.0	-10.135781827021187	1.0		0.0	-11.104421812056032	2.0		0.0		0.0	-3.5221377734607398	1.0		0.0	-9.953796615609422	2.0	-3.4550339970436177	2.0		0.0	-9.123358132015868	2.0	-3.669860667622195	1.0	-5.376332952479223	1.0	-5.201209377348978	2.0	-5.115751260149722	2.0	-4.500257803614504	1.0
samp_91	-5.8230104528480515	4.475554105260513	-0.054151228540197986	-10.355467674691111	2.0		0.0	-5.956376565431182	1.0	-11.03143959693924	2.0		0.0	-5.3848010554247265	2.0	-11.135158928776042	1.0	-6.386984863145995	1.0	-7.221479450150886	1.0		0.0	-11.813367854165271	2.0		0.0	-3.457866893714531	1.0	-5.760160198294828	1.0	-9.16506777642767	1.0	-3.673859721014436	1.0		0.0	-5.204177449058872	2.0	-5.118145636778336	2.0		0.0
samp_92	-5.773983490833065	4.703524421446834	-0.14009835249447855	-10.509557651048013	1.0	-12.48766434096637	1.0	-6.011510932670138	3.0		0.0		0.0	-5.421960956612584	1.0	-11.28382393725555	1.0	-6.452257918571714	2.0		0.0		0.0	-11.975200614115096	1.0		0.0		0.0		0.0	-9.306629120787756	3.0	-3.662276335762118	1.0	-5.417255455185474	1.0	-5.235218948979595	2.0		0.0	-4.516159578106764	3.0
samp_93	-5.944725949603087	4.516960008554095	-0.10599846559126334		0.0	-12.243146917930618	3.0		0.0	-10.99539134528174	1.0	-10.131111093202719	1.0	-5.370573980800529	1.0		0.0	-6.371704505702594	1.0	-7.197193739492861	1.0	-3.5131263292648938	1.0	-11.757941632846574	1.0	-9.947733581611589	3.0		0.0	-5.745301018527102	3.0		0.0	-3.6600501029981354	1.0		0.0		0.0	-5.104493462501823	1.0	-4.489269366224437	2.0
samp_94	-5.9697326377081925	4.383035762782658	0.05003367659495677	-10.330313203990007	1.0		0.0	-5.964951683900861	2.0	-11.011955012060147	2.0	-10.147423887653197	1.0		0.0	-11.11474383953413	2.0		0.0	-7.2137529564698495	1.0		0.0	-11.771759741247603	1.0	-9.963978355677199	3.0	-3.47874093410984	2.0	-5.771583825250373	1.0		0.0		0.0	-5.393290958402496	1.0		0.0	-5.134639563744808	1.0	-4.523713979906048	2.0
samp_95	-5.882608888079977	4.711579929036237	-0.1785039759330824	-10.453623477808355	1.0	-12.39642692055831	1.0	-5.9898665103708275	2.0	-11.127576618340619	1.0		0.0		0.0	-11.230732540646153	1.0	-6.427463255978592	1.0		0.0	-3.505521272154768	3.0	-11.903536791703628	1.0	-10.073830355008063	1.0	-3.443958262803464	2.0	-5.7856127396944155	1.0	-9.249771952083536	1.0	-3.6517000353462263	1.0	-5.397971266217168	1.0	-5.216292494786162	2.0		0.0		0.0
samp_96	-5.942812462274839	4.57763054536079	-0.107115164053048	-10.375155739908063	1.0		0.0	-5.968289572986362	1.0	-11.054015803643084	2.0		0.0	-5.391113370651697	1.0		0.0		0.0		0.0	-3.5162608023554442	2.0		0.0	-10.00385250335272	3.0	-3.4512082450780475	1.0	-5.768830334707644	2.0	-9.17699322605002	2.0		0.0	-5.385977772979445	3.0	-5.208475850052717	1.0		0.0	-4.501847078690279	1.0
samp_97	-6.008290404082131	4.6812081657358915	-0.16027262224462085		0.0		0.0	-5.981894934487246	2.0	-11.089927793564087	3.0		0.0	-5.398016561740589	1.0	-11.192457824076127	2.0		0.0		0.0	-3.5076833432843824	2.0	-11.8479222909522	1.0	-10.03805524493112	2.0		0.0	-5.778851782804524	2.0	-9.203543230478898	1.0		0.0	-5.393597509646658	1.0	-5.213093519999619	1.0		0.0	-4.5009191792880845	2.0
samp_98	-5.850732512937004	4.918051245140085	-0.28224588288908903	-10.565056088418242	1.0		0.0	-6.021215700597219	3.0	-11.234397286788246	3.0		0.0	-5.416815851560161	3.0		0.0		0.0		0.0	-3.4922171406703955	1.0	-12.018618734334698	2.0		0.0		0.0	-5.8086124098887435	1.0		0.0	-3.6364345639783666	2.0	-5.41393016505654	1.0	-5.225518858450641	1.0	-5.141238047749239	1.0	-4.499686778392152	1.0
samp_99	-5.83932786172917	4.444945110533428	-0.055526283583169946	-10.319270703515555	2.0		0.0		0.0		0.0		0.0	-5.372639852721755	2.0	-11.100529275845938	2.0		0.0	-7.200279210064965	1.0	-3.523429588246754	1.0	-11.774902577053771	1.0	-9.947861140644912	1.0		0.0	-5.746306635173076	1.0	-9.132157807089802	2.0	-3.671194077418	1.0	-5.366724936896482	1.0	-5.192952260390095	2.0	-5.107144222675187	1.0	-4.495094229767385	2.0
